id_statement,type_obs,actor,observation,comment_obs,date,time,package,section_title,subsection,issue_detail,option_detail,pro_contra,issue_data,language,negotiation_format,side_main,doc_type,link,author,id_num,forum,meeting,file_location,id_observation,==...,time_parsed,speaking_time,informal_formal
20250317_15:59:30_eh_st_256,1,costa rica,"congratulates sg; although it looks like there is consensus in the introduction, this is not the case; says that many comments have not been included, even when many countries have made the same proposal; concerned that issues that have been discussed in the council are not included; calls for the discussions to move steadily, but not rushed; wants inteventions to be recorded directly on the screen, instead of by the secretariat; wants the term harmful effects to serve as the reference point, not serious harm","mr. president, i will refer here to your consultation on the use of severe harm or harmful effects. for my delegation, this shouldn't even be a matter of debate. there are many lawyers present among us here, and all lawyers can be clear that we should not substitute the term harmful effects for serious harm. these are two in legal terms. these are two different terms with different meaning, and are treated differently in unclos and this should be reflected similarly in the regulations, as the context would require in the context in which we are making a reference in the preamble, the context requires the use of harmful effects, because we're talking about the reference made in article 145 which ensures an effective connection of the against harmful effects that could be derived from activities in the area that this is the application of the obligation of all member states to protect and preserve the marine environment. article 192 of unclos also states that we should establish norms, regulations and procedures to reduce and control contamination of the marine environment from the activities in the area. these are affirmative obligations imposed by unclass and there is no there's no reference to here, to serious harm, but to harmful effects. serious harm is the extreme case, only in specific cases, and should not be the reference point used for the general obligations for environmental protection of articles 145, 192 and 209, these are express general obligations. this should be reflected in the not only in the preamble, but throughout the regulations. for example, in part 11, there's a specific reference to emergency orders to suspend activities in the area and for the designation of prohibited areas in which activities will not be allowed. as is noted, we should use the term harmful effects. thank you very much. applause.",2025-03-17,15:59:30,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,256,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_15:59:30_eh_obs_255; 20250317_15:59:30_eh_obs_256; 20250317_15:59:30_eh_obs_257; 20250317_15:59:30_eh_obs_258; 20250317_15:59:30_eh_obs_259; 20250317_15:59:30_eh_obs_260; 20250317_15:59:30_eh_obs_261,TRUE,15:59:30,799,informal
20250317_16:12:49_eh_st_263,1,netherlands,"eias have not been discussed enough; annex needs to be discussed; schedule needs to be discussed; draft regulations must align more with unclos; more attention needed on enforcement mechanism, liability mechanism; standards and guidelines must be revisited; scientific knowledge needs attention; asks for more talking time",,2025-03-17,16:12:49,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,263,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:12:49_eh_obs_262; 20250317_16:12:49_eh_obs_263; 20250317_16:12:49_eh_obs_264; 20250317_16:12:49_eh_obs_265; 20250317_16:12:49_eh_obs_266; 20250317_16:12:49_eh_obs_267; 20250317_16:12:49_eh_obs_268; 20250317_16:12:49_eh_obs_269,TRUE,16:12:49,300,informal
20250317_16:17:49_eh_st_271,4,president,agrees,,2025-03-17,16:17:49,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,271,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:17:49_eh_obs_270,TRUE,16:17:49,11,informal
20250317_16:18:00_eh_st_272,1,netherlands,"wants harmful effects to be the term used in preamble; ""mineral ressources"" are not defined well enough; the regulations should be ressource specific; the current council meeting should focus only on polymetallic nodules","my second point we wish to comment on the first sentence of the second paragraph, which reads that the objective of the regulations is to regulate the exploitation of, quote, mineral resources of the area. unquote to us, this immediately highlights the importance of the schedule. term mineral resources is not defined in the schedule. only defined term that is close to giving us some guidance here on the interpretation of the term resources is the term resources and that is defined as referring to all solid, liquid or gaseous mineral resources, mineral bearing or associated mineral or a mixture thereof, in situ, in the area at or beneath the seabed. and to us, this immediately puts in question the exact scope of the draft regulations. the preamble could be read as implying that the regulations pertain to more resources than just polymetallic nodules, polymetallic sulfides and cobalt rich ferro manganese crusts the kingdom of the netherlands questions whether this is our intention. would be beneficial to clarify this point specifically note that it may be undesirable to have these exploitation regulations regulate beforehand in all resources, whatever they encompass, indeed, even the exploration regulations only deal with the three resource categories i just mentioned.; the kingdom of the netherlands observes that certain parts of the regulations would have to be drafted in such manner they're actually resource specific. now, according to our analysis, this, in any event goes for the regulations and standard and guidelines on and i list environmental environmental impact assessments, environmental impact statements, environmental management and monitoring plans, mining closure plans, environmental studies, all the guidelines for baseline environmental data, environmental thresholds, and the financial term of contract. we intend to further discuss these differences when negotiating these respective topics. as a consequence, the kingdom of the netherlands is of the opinion that the council should clarify the scope of the draft regulations. the council should therefore scrutinize the exploitation of each respective resource separately, as opposed to mineral resources in a broad sense, as included in the preamble. now, as such, the preamble should make explicit which resources we now seek to regulate, seeing as much labor will have to be expended to account for the resource category in question.; on the numerous items we just listed, the kingdom of the netherlands considers that it might expedite the current negotiations if the council were to focus on one resource category only, recall that article 162 paragraph two, sub o roman two unclos provides that priority should be given to the adoption of rules, regulations and procedures for the exploration for and exploitation of poly metallic nodules. along that reasoning, we suggest that the draft regulations for the time being focus on poly metallic nodules.",2025-03-17,16:18:00,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,272,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:18:00_eh_obs_271; 20250317_16:18:00_eh_obs_272; 20250317_16:18:00_eh_obs_273; 20250317_16:18:00_eh_obs_274,TRUE,16:18:00,273,informal
20250317_16:22:33_eh_st_276,1,chile,proposals should be recorded directly on screen; last sentence of second paragraph should read harmful effects,"the chilean delegation doesn't understand why in the last sentence of the second paragraph, there are both options in brackets. we believe, as we have stated, and as many delegations have stated the text of the regulations need to be in coherence with the convention. and this is this position is very clear and based on article 145 which is why we ask that the brackets around the harmful effects be stricken out and  serious harm be eliminated from the text",2025-03-17,16:22:33,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,276,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:22:33_eh_obs_275; 20250317_16:22:33_eh_obs_276,TRUE,16:22:33,194,informal
20250317_16:25:47_eh_st_278,1,ireland,"preamble does not align with unclos; harmful effect should be the reference point, not serious harm","ireland fully agrees that proposals should not be included in the draft text where they are clearly inconsistent with the convention and the agreement. for this reason, we want to express our considerable disappointment and frustration with the continued inclusion of serious harm as a general standard for harm in the revised consolidated text, as the commentary notes, this is a cross cutting issue. serious harm is used in the convention in very specific and clearly defined contexts. first, it is the threshold for the council to issue emergency orders under article 162 for the ltc to recommend such as under article 165 secondly, it is the threshold for the council to disapprove areas for exploitation under article 162 and for the ltc to recommend the disapproval of areas under article 165 thirdly, and finally, it is the threshold for a court or tribunal to issue provisional measures under article 290 general standard for the harm threshold in the context of the rrps is very clearly defined. article 145 provides that necessary measures shall be taken in accordance with this convention with respect to activities in the area to ensure effective protection for the marine environment from harmful effects may arise from such activities. to this end, the authority shall adopt appropriate rules, regulations and procedures. moreover, under our under annex three of the convention, article 17 provides rules, regulations and procedures shall be drawn up in order to secure effective protection of the marine environment from harmful effects directly resulting from activities in the area. there is simply no tenable legal case to be made for the inclusion of serious harm in place of harmful effects as a general standard. such a proposal is clearly inconsistent with the convention. this is a significant issue in a long list of unresolved regulatory matters. it is, in fact, a very legally straightforward matter, and one that we should be able to agree on and cross off the list.",2025-03-17,16:25:47,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,278,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:25:47_eh_obs_277; 20250317_16:25:47_eh_obs_278,TRUE,16:25:47,207,informal
20250317_16:29:14_eh_st_280,1,xxx_unknownactor,"supports third paragraph, and wants to add (xxxx internet dropped out)",,2025-03-17,16:29:14,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,280,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:29:14_eh_obs_279,TRUE,16:29:14,78,informal
20250317_16:30:32_eh_st_281,1,sierra leone,obo african group; supports costa rica on keeping harmful effects in preamble insetad of serious harm; supports the netherlands on being specific on ressource type,"from a legal and diplomatic standpoint, harmful effects offer a more protective, forward looking and precautionary standard, whereas serious harm impose a higher threshold, potentially delaying necessary environmental interventions. we have reservations regarding the necessity of the additional third sentence in the preamble, its inclusion may risk introducing redundancy and diluting the center and message in the interest of maintaining clarity and coherence. it suggests its exclusion, however, recognizing the diverse perspectives within the group, we are open to discuss the potential value for this sentence could add mainly if it introduces a distinct and substantive concept not covered elsewhere. processors lean towards inclusion.",2025-03-17,16:30:32,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,281,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:30:32_eh_obs_280; 20250317_16:30:32_eh_obs_281; 20250317_16:30:32_eh_obs_282,TRUE,16:30:32,226,informal
20250317_16:34:18_eh_st_284,1,argentina,wants chp to be mentioned in the preamble; paragraph two: supports keeping harmful effects; paragraph three: current proposal should be more concise,,2025-03-17,16:34:18,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,284,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:34:18_eh_obs_283; 20250317_16:34:18_eh_obs_284; 20250317_16:34:18_eh_obs_285,TRUE,16:34:18,170,informal
20250317_16:37:08_eh_st_287,1,portugal,"wants minerals to be used, not mineral ressources; thanks netherlands for raising an important point, what happens if new minerals are found?; irelands statement could be our own, serious harm should be removed; paragraph three doesnt fit in the preamble","in order to move this work forward on paragraph one, it would be, in our view, more appropriate to use minerals instead of mineral resources, according with what is mentioned in article 133; also on paragraph one, we thank the netherlands for raising a very relevant point, as far as we understand, has not been addressed so far during our deliberations, the definition of the scope of the regulations we believe deserves some careful consideration. and i would ask a question, what happens if a new resource is targeted as a source of metals to be exploited? would it automatically be covered by these regulations? so i believe that some clarification on the regulation scope will be necessary.; on the second paragraph, i'm very happy to speak after costa rica, ireland and the netherlands. and in fact, i could make ireland's statement my own. so accordingly, we would request that the records around harmful effects would be removed and that serious harm would be erased from the text the legally correct term in regards to the protection of marine environment in the in this context is harmful effects. that is the language used in article 145 a guiding norm for the protection of the marine environment in respect to activities in the area, as very clearly stated by ireland, serious harm is used in very specific cases and in the context of emergency measures, namely on article 162 and article 165 so we call for the on the elimination of this legal inconsistency from the preamble. it is not a good way to begin a document that must be fully consistent with the convention.; on the third paragraph, we do not see much added value in this paragraph. it is quite subjective and does not provide provide clear triggers for the review. if the idea is to be retained, it could maybe be placed with the revised formulation on the year 107 that addresses the review of the regulations.",2025-03-17,16:37:08,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,287,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:37:08_eh_obs_286; 20250317_16:37:08_eh_obs_287; 20250317_16:37:08_eh_obs_288; 20250317_16:37:08_eh_obs_289,TRUE,16:37:08,261,informal
20250317_16:41:29_eh_st_291,1,australia,"agrees with costa rica, netherland, chile and others on harmful effects; agree with netherlands that some parts of the text would have to be different for different minerals; paragraph three doesnt fit in the preamble","in the convention, we also thank the kingdom of the netherlands for raising the question as to whether the exploitation regulations apply to all potential mineral resource types or should focus on polymetallic nodules only. we fully agree with their comments that some part the patients will need to apply according on the type of mineral resource being exploited, including those which are not currently covered under the exploration.; we share the concerns raised and shared by the kingdom of portugal regarding paragraph three, we support the african group's comments and the comments of others as we too question its appropriateness as currently worded, this is to not desire the sentiments that we think are encapsulated in that paragraph, but as currently drafted, we don't think it's really appropriate to be included in this preamble. there are potential ways to deal with these issues, we think, including the fact that the regulations themselves provide for their own amendment. but alternatively, the sentiments contained in that paragraph could perhaps be included in a decision of the council or the assembly when the regulations are finally adopted.",2025-03-17,16:41:29,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,291,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:41:29_eh_obs_290; 20250317_16:41:29_eh_obs_291; 20250317_16:41:29_eh_obs_292,TRUE,16:41:29,160,informal
20250317_16:44:09_eh_st_294,1,russia,agrees that regulations should be compatible with unclos and 1994 decision; does not want the inclusion of paragraph 3,"we would like to express agreement with the number of delegations that pointed out in the city for the regulations to be completely compatible with the provisions of the conventions and the agreement of the 1994; we would like to express careful skepticism in regards to paragraph three of the preamble. we believe that its inclusion in this part is not necessary, especially considering the fact that it already duplicates the regulation 107 that already has a provision to revise regulations and in case of any further discovery and new scientific data becoming available.",2025-03-17,16:44:09,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,294,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:44:09_eh_obs_293; 20250317_16:44:09_eh_obs_294,TRUE,16:44:09,144,informal
20250317_16:46:33_eh_st_296,1,france,"remove the word mineral form the second paragraph, as it is defined elsewhere; supports ireland etc in keeping harmful effects","regarding paragraph two of this preamble, we are in favor of removing the word mineral to resources, because all of the resources of the area are well defined in article 133 of the convention, as well as in the regulations. therefore the word mineral here could perhaps just be removed, or the adjective mineral.",2025-03-17,16:46:33,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,296,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:46:33_eh_obs_295; 20250317_16:46:33_eh_obs_296,TRUE,16:46:33,153,informal
20250317_16:49:06_eh_st_298,1,india,"agrees that the word mineral can be removed, as it is defined in article 133; also wants serious harm removed; third paragraph sheds a negative light on the whole document, first part should be deleted","turning to the preamble in paragraph two, the word mineral was added before the resources. we always support other delegation for deleting the word mineral as article 133 of the convention defines the resources as minerals, liquid and gaseous form removed from the area. so this truly doesn't include other resources. so we prefer not adding the minerals before the resources.; now, regarding the para three, we spoke that delegation of portugal that this part, this is actually not adding any additional merit to the preamble, while it is actually impacting imparting some kind of negative sense to the whole document of the regulation using the term like current uncertainties and limited scientific knowledge. the main objectives of this regulation is to receive the this, the revised this, revise the regulation, which is actually is there in 107, so the important point here is towards the amending this regulation could be the operating experience in practical of this regulation, and the advancement of the scientific knowledge. so the first part of this this para three could be deleted if it at all it is to be kept.",2025-03-17,16:49:06,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,298,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:49:06_eh_obs_297; 20250317_16:49:06_eh_obs_298; 20250317_16:49:06_eh_obs_299,TRUE,16:49:06,195,informal
20250317_16:52:21_eh_st_301,1,japan,also wants serious harm removed; paragraph three should be deleted,"japanese delegation has two specific comments on the preamble regarding paragraph two, like other delegations and for the same reason we support harmful effects rather than serious harm, and the addition of the proposed language to take necessary measures in accordance with the convention; regarding paragraph three, we understand the need to revise the regulations in the future, but it is not appropriate to add this paragraph in preamble which provides for the principles and purposes of exploitation regulations, and we believe that it should be deleted.",2025-03-17,16:52:21,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,301,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:52:21_eh_obs_300; 20250317_16:52:21_eh_obs_301,TRUE,16:52:21,117,informal
20250317_16:54:18_eh_st_303,1,singapore,agrees with netherlands that focus should be on polymetallic nodules; paragraph three is not necessary in preamble,"we would like to thank the netherlands for reminding the council that the convention clearly states that priority shall be given to the adoption of rules, regulations and procedures for the exploration and exploitation of poly metallic modules. we can support the netherlands proposed approach to focus first on poly metallic nodules. in our view, this is likely to be an efficient and practical way for council to move forward, given the complexities of adjusting a large number of draft regulations to fit the different characteristics of various resource categories.; on the last paragraph, we would also like to add our voice to comments shared by argentina, portugal, russia and others. it is not clear if the paragraph is necessary in the preamble, given that draft regulation 107 already provides for the review of the regulations.",2025-03-17,16:54:18,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,303,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:54:18_eh_obs_302; 20250317_16:54:18_eh_obs_303,TRUE,16:54:18,168,informal
20250317_16:57:06_eh_st_305,1,jamaica,also wants serious harm removed; paragraph three is not necessary in preamble; agrees with netherlands that focus should be on polymetallic nodules; nothing is agreed until everything is agreed,"we share with other delegations the view the reference to harmful effects in the second preamble paragraph appropriate given the consistency with the language of the convention; we also agree that the third preamble paragraph is may not be necessary, given its current formulation, and also recognizing that regulation 107 does in fact convey an adequate review provision at this time. further, we note that in in paragraph 107 there are currently several sections in brackets which certainly allows for further review.; finally, we thank the netherlands for brought for bringing to our attention the importance of beginning the process with the review of poly mechanic nodules; as a closing remark, mister president, at the beginning of this process and throughout our discussions, we have always reiterated the fact that nothing is agreed until everything is agreed. while we share and understand the views of many delegations that the continued reiteration of certain positions can be frustrating and delays the process, we also express concerns about the view that positions that have been put forward for whatever reason are not acceptable or should not be agreed. our challenge is that, for many reasons, delegations like ourselves have remained silent in the face of other positions that we equally have challenges with. so in the end, we reiterate our position that until we have a risk, we have arrived at a consensus on this entire document, having read it from start to finish, then the position is simply this. we have not agreed on any position or all positions unless an individual state who has put forward its provision or group of provisions have sought and agreed to withdraw them. then it remains in brackets and we proceed accordingly",2025-03-17,16:57:06,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,305,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_16:57:06_eh_obs_304; 20250317_16:57:06_eh_obs_305; 20250317_16:57:06_eh_obs_306; 20250317_16:57:06_eh_obs_307,TRUE,16:57:06,197,informal
20250317_17:00:23_eh_st_309,1,poland,paragraph three is not necessary in preamble,,2025-03-17,17:00:23,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,309,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:00:23_eh_obs_308,TRUE,17:00:23,30,informal
20250317_17:00:53_eh_st_310,4,president,suggests removing serious harm and keeping harmful effects,,2025-03-17,17:00:53,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,310,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:00:53_eh_obs_309,TRUE,17:00:53,39,informal
20250317_17:01:32_eh_st_311,1,federated states of micronesia,"proposals from working group on underwater cultural heritage were not included in the consolidated text; paragraph three is not necessary in preamble; if included, it should specify that the knowledge in question is scientific","mr. president, i do note your comment about how very few adjustments have been proposed to the preamble. however, if you don't mind me taking a little bit of time to explain. i do wish to note that the intersessional working group on the water cultural heritage that i facilitated did put together a comprehensive set of draft textual proposals. included new paragraphs for the preamble, none of which currently appear in the revised, consolidated draft text, the explanation that i got as the facilitator for the working group that it is preferred that the council first decides, as a cross collecting matter whether the regulations should address issues of underwater cultural heritage beyond just draft regulation 35 which is why most of the proposals from our working group that touch on elements beyond traffic regulation 35 are not included in the revised texts, including for the preamble. unfortunately, this was not the understanding that the intersessional working group had going into the most recent and previous intersessional periods. we were under the impression that the working group had a wider remit beyond just draft regulation 35 and so it was with that understanding that we submitted a comprehensive set proposals on underwater cultural heritage across the entirety of the texts for inclusion in the revised, consolidated draft texts, turning to the preamble, specifically with respect to those proposals that the intersessional working group put together. a number of those proposals were in brackets, and some of them were presented as alternatives, and they were not meant to be a final pronouncement of the group on any of those decisions, on any of those issues. and nevertheless, it would have been good, at least in my opinion, for the revised, consolidated draft text to reflect as much as possible those texts coming especially out of the intersessional working groups, even if there is use of brackets and alternatives, so that the council as a whole would be able to address them as the council proceeds in its meetings. so i'm in your hands, mr. president, as to how you would like me as the facilitator working group to handle those textual proposals. they are contained in the compilation of draft textual proposals that's available on the website, as well as the separate standalone document that came from the intersessional working group, when the council will be able to consider them fully, rather than keep them limited to intersessional discussions of the working group",2025-03-17,17:01:32,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,311,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:01:32_eh_obs_310; 20250317_17:01:32_eh_obs_311; 20250317_17:01:32_eh_obs_312,TRUE,17:01:32,357,informal
20250317_17:07:29_eh_st_314,1,spain,wants to keep generic reference to minerals,,2025-03-17,17:07:29,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,314,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:07:29_eh_obs_313,TRUE,17:07:29,77,informal
20250317_17:08:46_eh_st_315,1,new zealand,thinks not so much time should be given to proposals regarding inconsitencies with unclos; agrees with micronesia that intersessional work should be clearly mandated,"i just wanted to make a couple of brief process points. i think i would categorize them as in light of the discussion this afternoon. that's notwithstanding the irony of me taking up some time to make these points, i think the discussion this afternoon has illustrated that it's very easy for us to take up a lot of time discussing issues that perhaps should just not be on the table because of potential inconsistencies with the convention. new zealand would have spoken in support of the proposal that you have made, and i think that reflects the consensus in the room around going with the formulation of harmful effects, because that is indeed consistent with the convention. and so i just really wanted to echo some of the points made by ireland this afternoon that proposals that are not consistent with the convention really will slow down our work. new zealand wants to see our work received as expeditiously as possible. and so to that end, i would simply encourage as far as possible, that we really focus in on those issues that we need to discuss, and that any proposals that are plainly inconsistent with the convention are simply not on the table.; in the same vein, i just wanted to reflect on the point made by my colleague from the federated states of micronesia, that towards the end of efficient work, i think it's really important that intersessional work is done with a clear mandate, and that it's clear going into that work. in that respect, new zealand's view is that it shouldn't be a surprise as to working groups that are conducted intercessionally as to the outcome of that work and where it ends up. i think it's going to be most efficient if we're very clear on that upfront.",2025-03-17,17:08:46,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,315,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:08:46_eh_obs_314; 20250317_17:08:46_eh_obs_315,TRUE,17:08:46,229,informal
20250317_17:12:35_eh_st_317,1,interim director general of the enterprise,"preambles should be used to aid the interpretation of the treaty; third paragraph, if included, it should read","""for the benefit of members of the council, cognizing the inherent uncertainties and the evolving state scientific knowledge regarding deep ocean ecosystems and the potential impacts of activities in the area. these regulations shall be subject to periodic review and revision to reflect advancements in sandic standing, thereby ensuring adaptive management.""",2025-03-17,17:12:35,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,317,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:12:35_eh_obs_316; 20250317_17:12:35_eh_obs_317,TRUE,17:12:35,235,informal
20250317_17:16:30_eh_st_319,1,maui nui makai network,tells a short story about his name; supports micronesia in missing proposals made by intersessional working group,"when i was in high school, my high school teacher came to me and said, i looked your name up, and i have a definition of your name. it means that you are the complainer, and home to my grandmother. and i told my grandmother, my teacher said that our name is to complain. and she looked at me and she said, not really to complain, but to add another ingredient to the conversation. and i really like that in my name. when you repeat something like hala and you say it twice, it places emphasis on that point of complaining. so hala. hala means i'm really complaining, so i wanted to share that with you, so that you know that i'm not here making an intervention. that is a complaint, but i wanted to add it as another ingredient to the conversation. so, so if you may, if i may, i would like to add to the conversation today,; we're deeply concerned by the commission in the revised and solidated text of the vast majority of the texts submitted by underwater cultural heritage intersessional working group, which was submitted to the president on the second of november 2024 november 2024 submission to the president was the outcome of multiple consultations and ultimately a silence procedure where silence was not broken. and the lack of inclusion of this work product is a concrete example of the isa ignoring indigenous concerns. the president's detailed explanatory note does not reflect the reality of how the submission of the intersessional water cultural heritage were treated. first, it is an error following the president's own modalities that the proposal by the underwater cultural intercessional working group were not included among others. but we are. we will not list them all here now. second, the president apparently included only one substantive proposal by the under water cultural intercessional working group regulation 35 alt, and left out all the rest of the recommendations of the underwater cultural heritage working group. and these substantially changed the meaning of 35; the underwater cultural heritage intersessional working group met diligently in the intersessional period, and we were grateful to the tireless facilitator, mr. clement yao bulap. representatives of the maui nui makai bucha society and ketiya roa society sent a letter regarding this omission. we asked that the letter be circulated. it was not yet. a letter by the contractors who are neither council members nor observers was. this was compounded by a request considered amending our letter to the president. we found this highly irregular. we are dismayed and offended at the way our work has been treated.",2025-03-17,17:16:30,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,319,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:16:30_eh_obs_318; 20250317_17:16:30_eh_obs_319; 20250317_17:16:30_eh_obs_320,TRUE,17:16:30,454,informal
20250317_17:24:04_eh_st_322,1,sustainable ocean alliance,common heritage includes future generations,"the importance of youth voices in ocean governments, and also in her opening remarks today and in all the global spaces. she said, as she rightly highlighted, the decisions made here today will not only shape the present, but define the future for generations to come. in regards to the preamble text that the area and its resources are the common heritage of humankind, exploitation should be carried out for the benefits of humankind as a whole, i'd like to take this moment to reiterate we are gathered here under mandate that carries extraordinary responsibility to act on behalf of all humankind, including youth and including the future generations that are yet to be born. this with these voices in mind that i am tending the isa, representing soa, a global community of youth from around the world that care deeply about the health of the ocean that they're inheriting. the ocean has already provided benefits to humankind for millions, for 1000s of years and millions of years, to the planet, regulating climate, producing oxygen and sustaining biodiversity. the question before us is not whether the ocean can continue to provide humanity and future generations, but whether we will let it continue to do so. the seabed is not merely a mineral substrate, a wedding extraction. it is an interconnected system sustaining life in ways we still do not fully comprehend. the precautionary principle is not an abstract concept. is a fundamental necessity when dealing with one of the least understood systems on earth, if we fail to uphold rigorous scientific scrutiny before proceeding with civid mining, are we truly fulfilling our duty to act for the benefit of humankind. now, humankind in the future, a regulatory framework that precedes full scientific knowledge risk creating irreversible environmental consequences and undermining the very common heritage principle that the isa was established to protect questions for us remain unanswered, like, how do we define acceptable environmental harm when scientific understanding is complete, incomplete. how do we guarantee that irreversible environmental consequence consequences are not imposed on future generations yet to be born? and how do we ensure intergenerational equity risks are imposed today without mechanisms to account for long term consequences. if we are to uphold our duty as stewards of the seabed, for the common heritage of humankind and to mine future generations, the isa must first ensure that science, not commercial urgency dictates the way forward. the impact of decision today will not be measured in the coming years, but will be measured by many future generations to come. this is what here today to make sure our perspective is heard and taken into account, because the obligation to protect the marine environment under unclos thus and should not start after regulations are in place. it must be a requisite to any discussion on exploitation and exploration, please truly uphold the principle of common heritage of humankind. we must first ensure that we do no harm. thank you.",2025-03-17,17:24:04,revised consolidated text isba/30/c/crp.1,preamble,,,,,,,informal plenary,main,,,eh,322,isa,30th part i council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part i/20250317_isa30part1_eh.xlsx,20250317_17:24:04_eh_obs_321,TRUE,17:24:04,171,informal
